UA,UANAME,ZCTA5
23824,"Detroit, MI Urbanized Area",48165
83332,"South Lyon--Howell, MI Urbanized Area",48165
99999,Not in a 2010 urban area,48165
23824,"Detroit, MI Urbanized Area",48164
99999,Not in a 2010 urban area,48164
58357,"Monroe, MI Urbanized Area",48162
99999,Not in a 2010 urban area,48162
58357,"Monroe, MI Urbanized Area",48161
99999,Not in a 2010 urban area,48161
2602,"Ann Arbor, MI Urbanized Area",48160
57088,"Milan, MI Urban Cluster",48160
99999,Not in a 2010 urban area,48160
99999,Not in a 2010 urban area,48159
99999,Not in a 2010 urban area,48158
99999,Not in a 2010 urban area,48157
23824,"Detroit, MI Urbanized Area",48154
23824,"Detroit, MI Urbanized Area",48152
23824,"Detroit, MI Urbanized Area",48150
23824,"Detroit, MI Urbanized Area",48146
58357,"Monroe, MI Urbanized Area",48145
99999,Not in a 2010 urban area,48145
87868,"Toledo, OH--MI Urbanized Area",48144
99999,Not in a 2010 urban area,48144
83332,"South Lyon--Howell, MI Urbanized Area",48143
23824,"Detroit, MI Urbanized Area",48141
99999,Not in a 2010 urban area,48140
83332,"South Lyon--Howell, MI Urbanized Area",48139
23824,"Detroit, MI Urbanized Area",48138
99999,Not in a 2010 urban area,48138
99999,Not in a 2010 urban area,48137
23824,"Detroit, MI Urbanized Area",48135
23824,"Detroit, MI Urbanized Area",48134
99999,Not in a 2010 urban area,48134
87868,"Toledo, OH--MI Urbanized Area",48133
99999,Not in a 2010 urban area,48133
24958,"Dundee, MI Urban Cluster",48131
99999,Not in a 2010 urban area,48131
2602,"Ann Arbor, MI Urbanized Area",48130
83332,"South Lyon--Howell, MI Urbanized Area",48130
99999,Not in a 2010 urban area,48130
23824,"Detroit, MI Urbanized Area",48128
23824,"Detroit, MI Urbanized Area",48127
23824,"Detroit, MI Urbanized Area",48126
23824,"Detroit, MI Urbanized Area",48125
23824,"Detroit, MI Urbanized Area",48124
23824,"Detroit, MI Urbanized Area",48122
23824,"Detroit, MI Urbanized Area",48120
15940,"Chelsea, MI Urban Cluster",48118
99999,Not in a 2010 urban area,48118
23824,"Detroit, MI Urbanized Area",48117
99999,Not in a 2010 urban area,48117
83332,"South Lyon--Howell, MI Urbanized Area",48116
99999,Not in a 2010 urban area,48116
23824,"Detroit, MI Urbanized Area",48114
83332,"South Lyon--Howell, MI Urbanized Area",48114
99999,Not in a 2010 urban area,48114
2602,"Ann Arbor, MI Urbanized Area",48111
23824,"Detroit, MI Urbanized Area",48111
99999,Not in a 2010 urban area,48111
2602,"Ann Arbor, MI Urbanized Area",48109
2602,"Ann Arbor, MI Urbanized Area",48108
99999,Not in a 2010 urban area,48108
2602,"Ann Arbor, MI Urbanized Area",48105
99999,Not in a 2010 urban area,48105
2602,"Ann Arbor, MI Urbanized Area",48104
2602,"Ann Arbor, MI Urbanized Area",48103
99999,Not in a 2010 urban area,48103
23824,"Detroit, MI Urbanized Area",48101
23824,"Detroit, MI Urbanized Area",48098
99999,Not in a 2010 urban area,48097
23824,"Detroit, MI Urbanized Area",48096
99999,Not in a 2010 urban area,48096
23824,"Detroit, MI Urbanized Area",48095
99999,Not in a 2010 urban area,48095
23824,"Detroit, MI Urbanized Area",48094
99999,Not in a 2010 urban area,48094
23824,"Detroit, MI Urbanized Area",48093
23824,"Detroit, MI Urbanized Area",48092
23824,"Detroit, MI Urbanized Area",48091
23824,"Detroit, MI Urbanized Area",48089
23824,"Detroit, MI Urbanized Area",48088
23824,"Detroit, MI Urbanized Area",48085
23824,"Detroit, MI Urbanized Area",48084
23824,"Detroit, MI Urbanized Area",48083
23824,"Detroit, MI Urbanized Area",48082
99999,Not in a 2010 urban area,48082
23824,"Detroit, MI Urbanized Area",48081
99999,Not in a 2010 urban area,48081
23824,"Detroit, MI Urbanized Area",48080
99999,Not in a 2010 urban area,48080
71155,"Port Huron, MI Urbanized Area",48079
99999,Not in a 2010 urban area,48079
23824,"Detroit, MI Urbanized Area",48076
23824,"Detroit, MI Urbanized Area",48075
71155,"Port Huron, MI Urbanized Area",48074
99999,Not in a 2010 urban area,48074
23824,"Detroit, MI Urbanized Area",48073
23824,"Detroit, MI Urbanized Area",48072
23824,"Detroit, MI Urbanized Area",48071
23824,"Detroit, MI Urbanized Area",48070
23824,"Detroit, MI Urbanized Area",48069
23824,"Detroit, MI Urbanized Area",48067
23824,"Detroit, MI Urbanized Area",48066
23824,"Detroit, MI Urbanized Area",48065
99999,Not in a 2010 urban area,48065
23824,"Detroit, MI Urbanized Area",48064
74692,"Richmond, MI Urban Cluster",48064
99999,Not in a 2010 urban area,48064
99999,Not in a 2010 urban area,48063
74692,"Richmond, MI Urban Cluster",48062
99999,Not in a 2010 urban area,48062
71155,"Port Huron, MI Urbanized Area",48060
99999,Not in a 2010 urban area,48060
71155,"Port Huron, MI Urbanized Area",48059
99999,Not in a 2010 urban area,48059
71155,"Port Huron, MI Urbanized Area",48054
99999,Not in a 2010 urban area,48054
23824,"Detroit, MI Urbanized Area",48051
99999,Not in a 2010 urban area,48051
74692,"Richmond, MI Urban Cluster",48050
99999,Not in a 2010 urban area,48050
71155,"Port Huron, MI Urbanized Area",48049
99999,Not in a 2010 urban area,48049
23824,"Detroit, MI Urbanized Area",48048
99999,Not in a 2010 urban area,48048
23824,"Detroit, MI Urbanized Area",48047
99999,Not in a 2010 urban area,48047
23824,"Detroit, MI Urbanized Area",48045
99999,Not in a 2010 urban area,48045
23824,"Detroit, MI Urbanized Area",48044
23824,"Detroit, MI Urbanized Area",48043
23824,"Detroit, MI Urbanized Area",48042
99999,Not in a 2010 urban area,48042
99999,Not in a 2010 urban area,48041
71155,"Port Huron, MI Urbanized Area",48040
99999,Not in a 2010 urban area,48040
71155,"Port Huron, MI Urbanized Area",48039
99999,Not in a 2010 urban area,48039
23824,"Detroit, MI Urbanized Area",48038
23824,"Detroit, MI Urbanized Area",48036
23824,"Detroit, MI Urbanized Area",48035
23824,"Detroit, MI Urbanized Area",48034
23824,"Detroit, MI Urbanized Area",48033
99999,Not in a 2010 urban area,48032
23824,"Detroit, MI Urbanized Area",48030
99999,Not in a 2010 urban area,48028
99999,Not in a 2010 urban area,48027
23824,"Detroit, MI Urbanized Area",48026
23824,"Detroit, MI Urbanized Area",48025
23824,"Detroit, MI Urbanized Area",48023
99999,Not in a 2010 urban area,48023
99999,Not in a 2010 urban area,48022
23824,"Detroit, MI Urbanized Area",48021
23824,"Detroit, MI Urbanized Area",48017
23824,"Detroit, MI Urbanized Area",48015
99999,Not in a 2010 urban area,48014
23824,"Detroit, MI Urbanized Area",48009
99999,Not in a 2010 urban area,48006
23824,"Detroit, MI Urbanized Area",48005
99999,Not in a 2010 urban area,48005
1657,"Almont, MI Urban Cluster",48003
99999,Not in a 2010 urban area,48003
99999,Not in a 2010 urban area,48002
23824,"Detroit, MI Urbanized Area",48001
71155,"Port Huron, MI Urbanized Area",48001
99999,Not in a 2010 urban area,48001
99999,Not in a 2010 urban area,47997
99999,Not in a 2010 urban area,47995
99999,Not in a 2010 urban area,47994
3979,"Attica, IN Urban Cluster",47993
99999,Not in a 2010 urban area,47993
99999,Not in a 2010 urban area,47992
99999,Not in a 2010 urban area,47991
99999,Not in a 2010 urban area,47990
99999,Not in a 2010 urban area,47989
99999,Not in a 2010 urban area,47987
99999,Not in a 2010 urban area,47983
99999,Not in a 2010 urban area,47982
99999,Not in a 2010 urban area,47981
99999,Not in a 2010 urban area,47980
74206,"Rensselaer, IN Urban Cluster",47978
99999,Not in a 2010 urban area,47978
99999,Not in a 2010 urban area,47977
99999,Not in a 2010 urban area,47975
99999,Not in a 2010 urban area,47974
99999,Not in a 2010 urban area,47971
99999,Not in a 2010 urban area,47970
99999,Not in a 2010 urban area,47969
99999,Not in a 2010 urban area,47968
99999,Not in a 2010 urban area,47967
99999,Not in a 2010 urban area,47966
99999,Not in a 2010 urban area,47965
99999,Not in a 2010 urban area,47964
99999,Not in a 2010 urban area,47963
58762,"Monticello, IN Urban Cluster",47960
99999,Not in a 2010 urban area,47960
58762,"Monticello, IN Urban Cluster",47959
99999,Not in a 2010 urban area,47959
99999,Not in a 2010 urban area,47958
99999,Not in a 2010 urban area,47957
99999,Not in a 2010 urban area,47955
99999,Not in a 2010 urban area,47954
99999,Not in a 2010 urban area,47952
99999,Not in a 2010 urban area,47951
99999,Not in a 2010 urban area,47950
99999,Not in a 2010 urban area,47949
99999,Not in a 2010 urban area,47948
99999,Not in a 2010 urban area,47946
99999,Not in a 2010 urban area,47944
99999,Not in a 2010 urban area,47943
99999,Not in a 2010 urban area,47942
46018,"Lafayette, IN Urbanized Area",47941
99999,Not in a 2010 urban area,47941
99999,Not in a 2010 urban area,47940
20881,"Crawfordsville, IN Urban Cluster",47933
99999,Not in a 2010 urban area,47933
20665,"Covington, IN Urban Cluster",47932
99999,Not in a 2010 urban area,47932
99999,Not in a 2010 urban area,47930
99999,Not in a 2010 urban area,47929
99999,Not in a 2010 urban area,47928
99999,Not in a 2010 urban area,47926
99999,Not in a 2010 urban area,47925
99999,Not in a 2010 urban area,47924
99999,Not in a 2010 urban area,47923
99999,Not in a 2010 urban area,47922
99999,Not in a 2010 urban area,47921
46018,"Lafayette, IN Urbanized Area",47920
99999,Not in a 2010 urban area,47920
3979,"Attica, IN Urban Cluster",47918
99999,Not in a 2010 urban area,47918
99999,Not in a 2010 urban area,47917
99999,Not in a 2010 urban area,47916
46018,"Lafayette, IN Urbanized Area",47909
