UA,UANAME,ZCTA5
78985,"San Germn--Cabo Rojo--Sabana Grande, PR Urbanized Area",99999
79093,"San Juan, PR Urbanized Area",99999
79390,"Santa Isabel, PR Urban Cluster",99999
79606,"Sarasota--Bradenton, FL Urbanized Area",99999
79741,"Savanna, IL--IA Urban Cluster",99999
79768,"Savannah, GA Urbanized Area",99999
81901,"Sierra Vista, AZ Urbanized Area",99999
85843,"Superior, AZ Urban Cluster",99999
86302,"Syracuse, NY Urbanized Area",99999
86369,"Tafuna, AS Urban Cluster",99999
86599,"Tampa--St. Petersburg, FL Urbanized Area",99999
87220,"Texas City, TX Urbanized Area",99999
87571,"Ticonderoga, NY Urban Cluster",99999
88624,"Truckee, CA Urban Cluster",99999
89770,"Urban Honolulu, HI Urbanized Area",99999
90028,"Vallejo, CA Urbanized Area",99999
90541,"Victorville--Hesperia, CA Urbanized Area",99999
90622,"Vieques (Vieques Municipio), PR Urban Cluster",99999
90865,"Virginia, MN Urban Cluster",99999
90892,"Virginia Beach, VA Urbanized Area",99999
91270,"Waldport, OR Urban Cluster",99999
92242,"Washington, DC--VA--MD Urbanized Area",99999
92674,"Watertown, NY Urbanized Area",99999
95104,"Wichita Falls, TX Urbanized Area",99999
96697,"Winter Haven, FL Urbanized Area",99999
97291,"Worcester, MA--CT Urbanized Area",99999
97561,"Yauco, PR Urbanized Area",99999
99999,Not in a 2010 urban area,99929
99999,Not in a 2010 urban area,99927
99999,Not in a 2010 urban area,99926
99999,Not in a 2010 urban area,99925
99999,Not in a 2010 urban area,99923
99999,Not in a 2010 urban area,99922
99999,Not in a 2010 urban area,99921
99999,Not in a 2010 urban area,99919
99999,Not in a 2010 urban area,99918
99999,Not in a 2010 urban area,99903
44668,"Ketchikan, AK Urban Cluster",99901
99999,Not in a 2010 urban area,99901
99999,Not in a 2010 urban area,99841
99999,Not in a 2010 urban area,99840
99999,Not in a 2010 urban area,99836
82306,"Sitka, AK Urban Cluster",99835
99999,Not in a 2010 urban area,99835
99999,Not in a 2010 urban area,99833
99999,Not in a 2010 urban area,99832
99999,Not in a 2010 urban area,99830
99999,Not in a 2010 urban area,99829
99999,Not in a 2010 urban area,99827
99999,Not in a 2010 urban area,99826
99999,Not in a 2010 urban area,99825
43561,"Juneau, AK Urban Cluster",99824
99999,Not in a 2010 urban area,99824
99999,Not in a 2010 urban area,99820
43561,"Juneau, AK Urban Cluster",99801
99999,Not in a 2010 urban area,99801
99999,Not in a 2010 urban area,99791
99999,Not in a 2010 urban area,99790
99999,Not in a 2010 urban area,99789
99999,Not in a 2010 urban area,99788
99999,Not in a 2010 urban area,99786
99999,Not in a 2010 urban area,99785
99999,Not in a 2010 urban area,99784
99999,Not in a 2010 urban area,99783
99999,Not in a 2010 urban area,99782
99999,Not in a 2010 urban area,99781
99999,Not in a 2010 urban area,99780
99999,Not in a 2010 urban area,99778
99999,Not in a 2010 urban area,99777
99999,Not in a 2010 urban area,99776
28549,"Fairbanks, AK Urbanized Area",99775
99999,Not in a 2010 urban area,99774
99999,Not in a 2010 urban area,99773
99999,Not in a 2010 urban area,99772
99999,Not in a 2010 urban area,99771
99999,Not in a 2010 urban area,99770
99999,Not in a 2010 urban area,99769
99999,Not in a 2010 urban area,99768
99999,Not in a 2010 urban area,99767
99999,Not in a 2010 urban area,99766
99999,Not in a 2010 urban area,99765
99999,Not in a 2010 urban area,99764
99999,Not in a 2010 urban area,99763
63379,"Nome, AK Urban Cluster",99762
99999,Not in a 2010 urban area,99762
99999,Not in a 2010 urban area,99761
99999,Not in a 2010 urban area,99760
99999,Not in a 2010 urban area,99759
99999,Not in a 2010 urban area,99758
99999,Not in a 2010 urban area,99757
99999,Not in a 2010 urban area,99756
99999,Not in a 2010 urban area,99755
99999,Not in a 2010 urban area,99754
99999,Not in a 2010 urban area,99753
45748,"Kotzebue, AK Urban Cluster",99752
99999,Not in a 2010 urban area,99752
99999,Not in a 2010 urban area,99751
99999,Not in a 2010 urban area,99750
99999,Not in a 2010 urban area,99749
99999,Not in a 2010 urban area,99748
99999,Not in a 2010 urban area,99747
99999,Not in a 2010 urban area,99746
99999,Not in a 2010 urban area,99745
99999,Not in a 2010 urban area,99744
99999,Not in a 2010 urban area,99743
99999,Not in a 2010 urban area,99742
99999,Not in a 2010 urban area,99741
99999,Not in a 2010 urban area,99740
99999,Not in a 2010 urban area,99739
99999,Not in a 2010 urban area,99738
99999,Not in a 2010 urban area,99737
99999,Not in a 2010 urban area,99736
99999,Not in a 2010 urban area,99734
99999,Not in a 2010 urban area,99733
99999,Not in a 2010 urban area,99732
99999,Not in a 2010 urban area,99730
99999,Not in a 2010 urban area,99729
99999,Not in a 2010 urban area,99727
99999,Not in a 2010 urban area,99726
99999,Not in a 2010 urban area,99724
5275,"Barrow, AK Urban Cluster",99723
99999,Not in a 2010 urban area,99723
99999,Not in a 2010 urban area,99722
99999,Not in a 2010 urban area,99721
99999,Not in a 2010 urban area,99720
99999,Not in a 2010 urban area,99714
28549,"Fairbanks, AK Urbanized Area",99712
99999,Not in a 2010 urban area,99712
28549,"Fairbanks, AK Urbanized Area",99709
99999,Not in a 2010 urban area,99709
99999,Not in a 2010 urban area,99706
26345,"Eielson AFB, AK Urban Cluster",99705
28549,"Fairbanks, AK Urbanized Area",99705
99999,Not in a 2010 urban area,99705
99999,Not in a 2010 urban area,99704
28549,"Fairbanks, AK Urbanized Area",99703
99999,Not in a 2010 urban area,99703
26345,"Eielson AFB, AK Urban Cluster",99702
99999,Not in a 2010 urban area,99702
28549,"Fairbanks, AK Urbanized Area",99701
99999,Not in a 2010 urban area,99701
99999,Not in a 2010 urban area,99695
99999,Not in a 2010 urban area,99694
99999,Not in a 2010 urban area,99693
99999,Not in a 2010 urban area,99692
99999,Not in a 2010 urban area,99691
99999,Not in a 2010 urban area,99690
99999,Not in a 2010 urban area,99689
99999,Not in a 2010 urban area,99688
99999,Not in a 2010 urban area,99686
99999,Not in a 2010 urban area,99685
99999,Not in a 2010 urban area,99684
99999,Not in a 2010 urban area,99683
99999,Not in a 2010 urban area,99682
99999,Not in a 2010 urban area,99681
99999,Not in a 2010 urban area,99680
99999,Not in a 2010 urban area,99679
99999,Not in a 2010 urban area,99678
99999,Not in a 2010 urban area,99677
99999,Not in a 2010 urban area,99676
99999,Not in a 2010 urban area,99674
99999,Not in a 2010 urban area,99672
99999,Not in a 2010 urban area,99671
99999,Not in a 2010 urban area,99670
82819,"Soldotna, AK Urban Cluster",99669
99999,Not in a 2010 urban area,99669
99999,Not in a 2010 urban area,99668
99999,Not in a 2010 urban area,99667
99999,Not in a 2010 urban area,99666
99999,Not in a 2010 urban area,99665
99999,Not in a 2010 urban area,99664
99999,Not in a 2010 urban area,99663
99999,Not in a 2010 urban area,99662
99999,Not in a 2010 urban area,99661
99999,Not in a 2010 urban area,99660
99999,Not in a 2010 urban area,99659
99999,Not in a 2010 urban area,99658
99999,Not in a 2010 urban area,99657
99999,Not in a 2010 urban area,99656
99999,Not in a 2010 urban area,99655
47132,"Lakes--Knik-Fairview--Wasilla, AK Urban Cluster",99654
99999,Not in a 2010 urban area,99654
99999,Not in a 2010 urban area,99653
99999,Not in a 2010 urban area,99652
99999,Not in a 2010 urban area,99651
99999,Not in a 2010 urban area,99650
99999,Not in a 2010 urban area,99649
99999,Not in a 2010 urban area,99648
99999,Not in a 2010 urban area,99647
47132,"Lakes--Knik-Fairview--Wasilla, AK Urban Cluster",99645
99999,Not in a 2010 urban area,99645
99999,Not in a 2010 urban area,99644
99999,Not in a 2010 urban area,99643
99999,Not in a 2010 urban area,99641
99999,Not in a 2010 urban area,99640
99999,Not in a 2010 urban area,99639
99999,Not in a 2010 urban area,99638
99999,Not in a 2010 urban area,99637
99999,Not in a 2010 urban area,99636
99999,Not in a 2010 urban area,99634
99999,Not in a 2010 urban area,99633
99999,Not in a 2010 urban area,99632
99999,Not in a 2010 urban area,99631
99999,Not in a 2010 urban area,99630
99999,Not in a 2010 urban area,99628
99999,Not in a 2010 urban area,99627
99999,Not in a 2010 urban area,99626
99999,Not in a 2010 urban area,99625
99999,Not in a 2010 urban area,99624
99999,Not in a 2010 urban area,99622
99999,Not in a 2010 urban area,99621
99999,Not in a 2010 urban area,99620
45667,"Kodiak, AK Urban Cluster",99615
99999,Not in a 2010 urban area,99615
99999,Not in a 2010 urban area,99614
99999,Not in a 2010 urban area,99613
99999,Not in a 2010 urban area,99612
44344,"Kenai, AK Urban Cluster",99611
99999,Not in a 2010 urban area,99611
99999,Not in a 2010 urban area,99610
99999,Not in a 2010 urban area,99609
99999,Not in a 2010 urban area,99607
99999,Not in a 2010 urban area,99606
99999,Not in a 2010 urban area,99605
99999,Not in a 2010 urban area,99604
99999,Not in a 2010 urban area,99603
99999,Not in a 2010 urban area,99602
99999,Not in a 2010 urban area,99591
99999,Not in a 2010 urban area,99590
99999,Not in a 2010 urban area,99589
99999,Not in a 2010 urban area,99588
99999,Not in a 2010 urban area,99587
99999,Not in a 2010 urban area,99586
99999,Not in a 2010 urban area,99585
99999,Not in a 2010 urban area,99583
99999,Not in a 2010 urban area,99581
99999,Not in a 2010 urban area,99580
99999,Not in a 2010 urban area,99579
99999,Not in a 2010 urban area,99578
2332,"Anchorage Northeast, AK Urban Cluster",99577
99999,Not in a 2010 urban area,99577
99999,Not in a 2010 urban area,99576
99999,Not in a 2010 urban area,99575
99999,Not in a 2010 urban area,99574
99999,Not in a 2010 urban area,99573
99999,Not in a 2010 urban area,99572
99999,Not in a 2010 urban area,99571
99999,Not in a 2010 urban area,99569
99999,Not in a 2010 urban area,99568
2332,"Anchorage Northeast, AK Urban Cluster",99567
99999,Not in a 2010 urban area,99567
99999,Not in a 2010 urban area,99566
99999,Not in a 2010 urban area,99565
99999,Not in a 2010 urban area,99564
99999,Not in a 2010 urban area,99563
99999,Not in a 2010 urban area,99561
7381,"Bethel, AK Urban Cluster",99559
99999,Not in a 2010 urban area,99559
99999,Not in a 2010 urban area,99558
99999,Not in a 2010 urban area,99557
99999,Not in a 2010 urban area,99556
99999,Not in a 2010 urban area,99555
99999,Not in a 2010 urban area,99554
99999,Not in a 2010 urban area,99553
99999,Not in a 2010 urban area,99552
99999,Not in a 2010 urban area,99551
99999,Not in a 2010 urban area,99550
99999,Not in a 2010 urban area,99549
99999,Not in a 2010 urban area,99548
99999,Not in a 2010 urban area,99547
99999,Not in a 2010 urban area,99546
99999,Not in a 2010 urban area,99540
99999,Not in a 2010 urban area,99519
2305,"Anchorage, AK Urbanized Area",99518
2305,"Anchorage, AK Urbanized Area",99517
2305,"Anchorage, AK Urbanized Area",99516
99999,Not in a 2010 urban area,99516
2305,"Anchorage, AK Urbanized Area",99515
99999,Not in a 2010 urban area,99515
2305,"Anchorage, AK Urbanized Area",99513
99999,Not in a 2010 urban area,99510
2305,"Anchorage, AK Urbanized Area",99508
2305,"Anchorage, AK Urbanized Area",99507
99999,Not in a 2010 urban area,99507
2305,"Anchorage, AK Urbanized Area",99506
99999,Not in a 2010 urban area,99506
2305,"Anchorage, AK Urbanized Area",99505
2332,"Anchorage Northeast, AK Urban Cluster",99505
99999,Not in a 2010 urban area,99505
2305,"Anchorage, AK Urbanized Area",99504
2305,"Anchorage, AK Urbanized Area",99503
99999,Not in a 2010 urban area,99503
2305,"Anchorage, AK Urbanized Area",99502
99999,Not in a 2010 urban area,99502
2305,"Anchorage, AK Urbanized Area",99501
99999,Not in a 2010 urban area,99501
49312,"Lewiston, ID--WA Urbanized Area",99403
99999,Not in a 2010 urban area,99403
49312,"Lewiston, ID--WA Urbanized Area",99402
99999,Not in a 2010 urban area,99402
99999,Not in a 2010 urban area,99401
99999,Not in a 2010 urban area,99371
99999,Not in a 2010 urban area,99363
91405,"Walla Walla, WA--OR Urbanized Area",99362
99999,Not in a 2010 urban area,99362
99999,Not in a 2010 urban area,99361
99999,Not in a 2010 urban area,99360
99999,Not in a 2010 urban area,99359
99999,Not in a 2010 urban area,99357
99999,Not in a 2010 urban area,99356
44479,"Kennewick--Pasco, WA Urbanized Area",99354
99999,Not in a 2010 urban area,99354
44479,"Kennewick--Pasco, WA Urbanized Area",99353
99999,Not in a 2010 urban area,99353
44479,"Kennewick--Pasco, WA Urbanized Area",99352
99999,Not in a 2010 urban area,99352
34381,"Grandview, WA Urban Cluster",99350
99999,Not in a 2010 urban area,99350
55522,"Mattawa, WA Urban Cluster",99349
99999,Not in a 2010 urban area,99349
99999,Not in a 2010 urban area,99348
99999,Not in a 2010 urban area,99347
99999,Not in a 2010 urban area,99346
99999,Not in a 2010 urban area,99345
66268,"Othello, WA Urban Cluster",99344
99999,Not in a 2010 urban area,99344
99999,Not in a 2010 urban area,99343
99999,Not in a 2010 urban area,99341
44479,"Kennewick--Pasco, WA Urbanized Area",99338
99999,Not in a 2010 urban area,99338
44479,"Kennewick--Pasco, WA Urbanized Area",99337
99999,Not in a 2010 urban area,99337
44479,"Kennewick--Pasco, WA Urbanized Area",99336
99999,Not in a 2010 urban area,99336
99999,Not in a 2010 urban area,99335
99999,Not in a 2010 urban area,99333
99999,Not in a 2010 urban area,99330
99999,Not in a 2010 urban area,99329
22609,"Dayton, WA Urban Cluster",99328
99999,Not in a 2010 urban area,99328
19666,"Connell, WA Urban Cluster",99326
99999,Not in a 2010 urban area,99326
91405,"Walla Walla, WA--OR Urbanized Area",99324
99999,Not in a 2010 urban area,99324
44479,"Kennewick--Pasco, WA Urbanized Area",99323
99999,Not in a 2010 urban area,99323
99999,Not in a 2010 urban area,99322
99999,Not in a 2010 urban area,99321
7111,"Benton City, WA Urban Cluster",99320
44479,"Kennewick--Pasco, WA Urbanized Area",99320
99999,Not in a 2010 urban area,99320
44479,"Kennewick--Pasco, WA Urbanized Area",99301
99999,Not in a 2010 urban area,99301
83764,"Spokane, WA Urbanized Area",99224
99999,Not in a 2010 urban area,99224
83764,"Spokane, WA Urbanized Area",99223
99999,Not in a 2010 urban area,99223
83764,"Spokane, WA Urbanized Area",99218
99999,Not in a 2010 urban area,99218
83764,"Spokane, WA Urbanized Area",99217
99999,Not in a 2010 urban area,99217
83764,"Spokane, WA Urbanized Area",99216
99999,Not in a 2010 urban area,99216
83764,"Spokane, WA Urbanized Area",99212
99999,Not in a 2010 urban area,99212
83764,"Spokane, WA Urbanized Area",99208
99999,Not in a 2010 urban area,99208
83764,"Spokane, WA Urbanized Area",99207
83764,"Spokane, WA Urbanized Area",99206
99999,Not in a 2010 urban area,99206
83764,"Spokane, WA Urbanized Area",99205
99999,Not in a 2010 urban area,99205
83764,"Spokane, WA Urbanized Area",99204
83764,"Spokane, WA Urbanized Area",99203
83764,"Spokane, WA Urbanized Area",99202
83764,"Spokane, WA Urbanized Area",99201
99999,Not in a 2010 urban area,99185
99999,Not in a 2010 urban area,99181
99999,Not in a 2010 urban area,99180
99999,Not in a 2010 urban area,99179
99999,Not in a 2010 urban area,99176
99999,Not in a 2010 urban area,99174
99999,Not in a 2010 urban area,99173
99999,Not in a 2010 urban area,99171
99999,Not in a 2010 urban area,99170
99999,Not in a 2010 urban area,99169
99999,Not in a 2010 urban area,99167
99999,Not in a 2010 urban area,99166
72748,"Pullman, WA Urban Cluster",99164
99999,Not in a 2010 urban area,99164
72748,"Pullman, WA Urban Cluster",99163
99999,Not in a 2010 urban area,99163
99999,Not in a 2010 urban area,99161
99999,Not in a 2010 urban area,99160
99999,Not in a 2010 urban area,99159
99999,Not in a 2010 urban area,99158
99999,Not in a 2010 urban area,99157
62930,"Newport, WA--ID Urban Cluster",99156
99999,Not in a 2010 urban area,99156
99999,Not in a 2010 urban area,99155
99999,Not in a 2010 urban area,99154
99999,Not in a 2010 urban area,99153
99999,Not in a 2010 urban area,99152
99999,Not in a 2010 urban area,99151
99999,Not in a 2010 urban area,99150
99999,Not in a 2010 urban area,99149
99999,Not in a 2010 urban area,99148
99999,Not in a 2010 urban area,99147
99999,Not in a 2010 urban area,99146
99999,Not in a 2010 urban area,99144
99999,Not in a 2010 urban area,99143
99999,Not in a 2010 urban area,99141
99999,Not in a 2010 urban area,99140
99999,Not in a 2010 urban area,99139
99999,Not in a 2010 urban area,99138
99999,Not in a 2010 urban area,99137
99999,Not in a 2010 urban area,99136
99999,Not in a 2010 urban area,99135
99999,Not in a 2010 urban area,99134
99999,Not in a 2010 urban area,99133
99999,Not in a 2010 urban area,99131
99999,Not in a 2010 urban area,99130
99999,Not in a 2010 urban area,99129
99999,Not in a 2010 urban area,99128
99999,Not in a 2010 urban area,99126
99999,Not in a 2010 urban area,99125
99999,Not in a 2010 urban area,99124
99999,Not in a 2010 urban area,99123
99999,Not in a 2010 urban area,99122
99999,Not in a 2010 urban area,99121
99999,Not in a 2010 urban area,99119
99999,Not in a 2010 urban area,99118
99999,Not in a 2010 urban area,99117
99999,Not in a 2010 urban area,99116
99999,Not in a 2010 urban area,99115
19369,"Colville, WA Urban Cluster",99114
99999,Not in a 2010 urban area,99114
99999,Not in a 2010 urban area,99113
18721,"Colfax, WA Urban Cluster",99111
99999,Not in a 2010 urban area,99111
99999,Not in a 2010 urban area,99110
99999,Not in a 2010 urban area,99109
99999,Not in a 2010 urban area,99105
99999,Not in a 2010 urban area,99103
99999,Not in a 2010 urban area,99102
99999,Not in a 2010 urban area,99101
99999,Not in a 2010 urban area,99040
99999,Not in a 2010 urban area,99039
83764,"Spokane, WA Urbanized Area",99037
99999,Not in a 2010 urban area,99037
99999,Not in a 2010 urban area,99036
99999,Not in a 2010 urban area,99034
99999,Not in a 2010 urban area,99033
99999,Not in a 2010 urban area,99032
99999,Not in a 2010 urban area,99031
99999,Not in a 2010 urban area,99030
99999,Not in a 2010 urban area,99029
83764,"Spokane, WA Urbanized Area",99027
99999,Not in a 2010 urban area,99027
63271,"Nine Mile Falls, WA Urban Cluster",99026
83764,"Spokane, WA Urbanized Area",99026
99999,Not in a 2010 urban area,99026
83764,"Spokane, WA Urbanized Area",99025
99999,Not in a 2010 urban area,99025
99999,Not in a 2010 urban area,99023
56023,"Medical Lake, WA Urban Cluster",99022
83764,"Spokane, WA Urbanized Area",99022
99999,Not in a 2010 urban area,99022
83764,"Spokane, WA Urbanized Area",99021
99999,Not in a 2010 urban area,99021
99999,Not in a 2010 urban area,99020
83764,"Spokane, WA Urbanized Area",99019
99999,Not in a 2010 urban area,99019
99999,Not in a 2010 urban area,99018
99999,Not in a 2010 urban area,99017
83764,"Spokane, WA Urbanized Area",99016
99999,Not in a 2010 urban area,99016
99999,Not in a 2010 urban area,99013
99999,Not in a 2010 urban area,99012
83764,"Spokane, WA Urbanized Area",99011
99999,Not in a 2010 urban area,99011
99999,Not in a 2010 urban area,99009
99999,Not in a 2010 urban area,99008
22852,"Deer Park, WA Urban Cluster",99006
99999,Not in a 2010 urban area,99006
83764,"Spokane, WA Urbanized Area",99005
99999,Not in a 2010 urban area,99005
15967,"Cheney, WA Urban Cluster",99004
83764,"Spokane, WA Urbanized Area",99004
99999,Not in a 2010 urban area,99004
99999,Not in a 2010 urban area,99003
83764,"Spokane, WA Urbanized Area",99001
99999,Not in a 2010 urban area,99001
88111,"Toppenish, WA Urban Cluster",98953
99999,Not in a 2010 urban area,98953
99999,Not in a 2010 urban area,98952
91702,"Wapato, WA Urban Cluster",98951
97507,"Yakima, WA Urbanized Area",98951
99999,Not in a 2010 urban area,98951
99999,Not in a 2010 urban area,98950
88111,"Toppenish, WA Urban Cluster",98948
99999,Not in a 2010 urban area,98948
99999,Not in a 2010 urban area,98947
99999,Not in a 2010 urban area,98946
85789,"Sunnyside, WA Urban Cluster",98944
99999,Not in a 2010 urban area,98944
17560,"Cle Elum, WA Urban Cluster",98943
99999,Not in a 2010 urban area,98943
97507,"Yakima, WA Urbanized Area",98942
99999,Not in a 2010 urban area,98942
17560,"Cle Elum, WA Urban Cluster",98941
99999,Not in a 2010 urban area,98941
17560,"Cle Elum, WA Urban Cluster",98940
99999,Not in a 2010 urban area,98940
97507,"Yakima, WA Urbanized Area",98939
99999,Not in a 2010 urban area,98939
85789,"Sunnyside, WA Urban Cluster",98938
99999,Not in a 2010 urban area,98938
97507,"Yakima, WA Urbanized Area",98937
99999,Not in a 2010 urban area,98937
97507,"Yakima, WA Urbanized Area",98936
99999,Not in a 2010 urban area,98936
52352,"Mabton, WA Urban Cluster",98935
99999,Not in a 2010 urban area,98935
99999,Not in a 2010 urban area,98934
99999,Not in a 2010 urban area,98933
34397,"Granger, WA Urban Cluster",98932
99999,Not in a 2010 urban area,98932
34381,"Grandview, WA Urban Cluster",98930
85789,"Sunnyside, WA Urban Cluster",98930
99999,Not in a 2010 urban area,98930
99999,Not in a 2010 urban area,98929
26983,"Ellensburg, WA Urban Cluster",98926
99999,Not in a 2010 urban area,98926
99999,Not in a 2010 urban area,98925
99999,Not in a 2010 urban area,98923
17560,"Cle Elum, WA Urban Cluster",98922
99999,Not in a 2010 urban area,98922
88111,"Toppenish, WA Urban Cluster",98921
97507,"Yakima, WA Urbanized Area",98908
99999,Not in a 2010 urban area,98908
97507,"Yakima, WA Urbanized Area",98903
99999,Not in a 2010 urban area,98903
97507,"Yakima, WA Urbanized Area",98902
97507,"Yakima, WA Urbanized Area",98901
99999,Not in a 2010 urban area,98901
99999,Not in a 2010 urban area,98862
99999,Not in a 2010 urban area,98860
99999,Not in a 2010 urban area,98859
99999,Not in a 2010 urban area,98858
91741,"Warden, WA Urban Cluster",98857
99999,Not in a 2010 urban area,98857
99999,Not in a 2010 urban area,98856
99999,Not in a 2010 urban area,98855
99999,Not in a 2010 urban area,98853
99999,Not in a 2010 urban area,98852
99999,Not in a 2010 urban area,98851
93862,"Wenatchee, WA Urbanized Area",98850
99999,Not in a 2010 urban area,98850
99999,Not in a 2010 urban area,98849
73072,"Quincy, WA Urban Cluster",98848
99999,Not in a 2010 urban area,98848
99999,Not in a 2010 urban area,98847
99999,Not in a 2010 urban area,98846
99999,Not in a 2010 urban area,98845
99999,Not in a 2010 urban area,98844
99999,Not in a 2010 urban area,98843
65296,"Omak, WA Urban Cluster",98841
99999,Not in a 2010 urban area,98841
65296,"Omak, WA Urban Cluster",98840
99999,Not in a 2010 urban area,98840
59518,"Moses Lake, WA Urban Cluster",98837
99999,Not in a 2010 urban area,98837
93862,"Wenatchee, WA Urbanized Area",98836
99999,Not in a 2010 urban area,98836
99999,Not in a 2010 urban area,98834
99999,Not in a 2010 urban area,98833
99999,Not in a 2010 urban area,98832
15913,"Chelan, WA Urban Cluster",98831
99999,Not in a 2010 urban area,98831
99999,Not in a 2010 urban area,98830
99999,Not in a 2010 urban area,98829
93862,"Wenatchee, WA Urbanized Area",98828
99999,Not in a 2010 urban area,98828
99999,Not in a 2010 urban area,98827
48485,"Leavenworth, WA Urban Cluster",98826
99999,Not in a 2010 urban area,98826
99999,Not in a 2010 urban area,98824
27739,"Ephrata, WA Urban Cluster",98823
99999,Not in a 2010 urban area,98823
99999,Not in a 2010 urban area,98822
14455,"Cashmere, WA Urban Cluster",98821
99999,Not in a 2010 urban area,98821
99999,Not in a 2010 urban area,98819
15913,"Chelan, WA Urban Cluster",98817
99999,Not in a 2010 urban area,98817
15913,"Chelan, WA Urban Cluster",98816
99999,Not in a 2010 urban area,98816
14455,"Cashmere, WA Urban Cluster",98815
99999,Not in a 2010 urban area,98815
99999,Not in a 2010 urban area,98814
99999,Not in a 2010 urban area,98813
99999,Not in a 2010 urban area,98812
99999,Not in a 2010 urban area,98811
93862,"Wenatchee, WA Urbanized Area",98802
99999,Not in a 2010 urban area,98802
93862,"Wenatchee, WA Urbanized Area",98801
99999,Not in a 2010 urban area,98801
71317,"Portland, OR--WA Urbanized Area",98686
99999,Not in a 2010 urban area,98686
71317,"Portland, OR--WA Urbanized Area",98685
99999,Not in a 2010 urban area,98685
71317,"Portland, OR--WA Urbanized Area",98684
71317,"Portland, OR--WA Urbanized Area",98683
99999,Not in a 2010 urban area,98683
71317,"Portland, OR--WA Urbanized Area",98682
99999,Not in a 2010 urban area,98682
99999,Not in a 2010 urban area,98675
97021,"Woodland, WA Urban Cluster",98674
99999,Not in a 2010 urban area,98674
87263,"The Dalles, OR--WA Urban Cluster",98673
99999,Not in a 2010 urban area,98673
39916,"Hood River, OR--WA Urban Cluster",98672
99999,Not in a 2010 urban area,98672
71317,"Portland, OR--WA Urbanized Area",98671
99999,Not in a 2010 urban area,98671
99999,Not in a 2010 urban area,98670
71317,"Portland, OR--WA Urbanized Area",98665
99999,Not in a 2010 urban area,98665
71317,"Portland, OR--WA Urbanized Area",98664
99999,Not in a 2010 urban area,98664
71317,"Portland, OR--WA Urbanized Area",98663
71317,"Portland, OR--WA Urbanized Area",98662
99999,Not in a 2010 urban area,98662
71317,"Portland, OR--WA Urbanized Area",98661
71317,"Portland, OR--WA Urbanized Area",98660
99999,Not in a 2010 urban area,98660
99999,Not in a 2010 urban area,98651
99999,Not in a 2010 urban area,98650
99999,Not in a 2010 urban area,98649
99999,Not in a 2010 urban area,98648
99999,Not in a 2010 urban area,98647
99999,Not in a 2010 urban area,98645
99999,Not in a 2010 urban area,98644
99999,Not in a 2010 urban area,98643
71317,"Portland, OR--WA Urbanized Area",98642
74840,"Ridgefield, WA Urban Cluster",98642
99999,Not in a 2010 urban area,98642
99999,Not in a 2010 urban area,98641
64648,"Ocean Park, WA Urban Cluster",98640
99999,Not in a 2010 urban area,98640
99999,Not in a 2010 urban area,98639
99999,Not in a 2010 urban area,98638
99999,Not in a 2010 urban area,98635
51283,"Longview, WA--OR Urbanized Area",98632
99999,Not in a 2010 urban area,98632
64648,"Ocean Park, WA Urban Cluster",98631
99999,Not in a 2010 urban area,98631
45844,"La Center, WA Urban Cluster",98629
99999,Not in a 2010 urban area,98629
99999,Not in a 2010 urban area,98628
14570,"Castle Rock, WA Urban Cluster",98626
51283,"Longview, WA--OR Urbanized Area",98626
99999,Not in a 2010 urban area,98626
43711,"Kalama, WA Urban Cluster",98625
99999,Not in a 2010 urban area,98625
99999,Not in a 2010 urban area,98624
99999,Not in a 2010 urban area,98621
33787,"Goldendale, WA Urban Cluster",98620
99999,Not in a 2010 urban area,98620
99999,Not in a 2010 urban area,98619
87263,"The Dalles, OR--WA Urban Cluster",98617
99999,Not in a 2010 urban area,98617
99999,Not in a 2010 urban area,98616
99999,Not in a 2010 urban area,98614
99999,Not in a 2010 urban area,98613
99999,Not in a 2010 urban area,98612
14570,"Castle Rock, WA Urban Cluster",98611
51283,"Longview, WA--OR Urbanized Area",98611
99999,Not in a 2010 urban area,98611
99999,Not in a 2010 urban area,98610
71317,"Portland, OR--WA Urbanized Area",98607
99999,Not in a 2010 urban area,98607
71317,"Portland, OR--WA Urbanized Area",98606
99999,Not in a 2010 urban area,98606
39916,"Hood River, OR--WA Urban Cluster",98605
99999,Not in a 2010 urban area,98605
71317,"Portland, OR--WA Urbanized Area",98604
99999,Not in a 2010 urban area,98604
99999,Not in a 2010 urban area,98603
99999,Not in a 2010 urban area,98602
99999,Not in a 2010 urban area,98601
17524,"Clearwood, WA Urban Cluster",98597
97642,"Yelm, WA Urban Cluster",98597
99999,Not in a 2010 urban area,98597
99999,Not in a 2010 urban area,98596
99999,Not in a 2010 urban area,98595
99999,Not in a 2010 urban area,98593
99999,Not in a 2010 urban area,98592
99999,Not in a 2010 urban area,98591
99999,Not in a 2010 urban area,98590
15076,"Centralia, WA Urban Cluster",98589
99999,Not in a 2010 urban area,98589
99999,Not in a 2010 urban area,98588
99999,Not in a 2010 urban area,98587
73585,"Raymond, WA Urban Cluster",98586
99999,Not in a 2010 urban area,98586
99999,Not in a 2010 urban area,98585
81415,"Shelton, WA Urban Cluster",98584
99999,Not in a 2010 urban area,98584
58469,"Montesano--Elma, WA Urban Cluster",98583
99999,Not in a 2010 urban area,98583
99999,Not in a 2010 urban area,98582
99999,Not in a 2010 urban area,98581
