,UANUM,UANAME,Population,Latitude,Longitude,4 Week Rate,4 Week TRP,CPP,CPM,AdvertisingCost,PredictedCount,ActualCount,PredictedActualDiff,PercentDiff,Households,HouseholdsPerStation,MarketSize
36,1117,"Albion, NY",8171,43.2463889,-78.1938889,2983.3333333333007,400.0,7.666666666699999,15.333333333299999,125.28866666639428,0.1,0,0.1,0.1,2404,24040.0,Small
37,1144,"Albion, PA",4574,41.890555600000006,-80.3666667,8925.0,300.0,30.0,41.0,187.534,0.0,0,0.0,0.0,934,inf,Small
38,1171,"Albuquerque, NM",741318,35.084444399999995,-106.6505556,17200.0,250.0,70.0,4.5,3335.931,19.9,15,4.9,0.30625,293235,14735.427135678394,Medium
39,1198,"Alderson, WV",2632,37.7258333,-80.6422222,6300.0,500.0,13.25,4.5,11.844000000000001,0.0,0,0.0,0.0,592,inf,Small
40,1225,"Aledo, IL",3655,41.1997222,-90.7491667,37201.0,800.0,50.375,8.125,29.696875,0.0,0,0.0,0.0,1555,inf,Small
41,1232,"Aledo, TX",4854,32.6958333,-97.6019444,50775.0,400.0,155.5,3.0,14.562000000000001,0.12,0,0.12,0.12,1532,12766.666666666668,Small
42,1252,"Alexander City, AL",9400,32.9438889,-85.95388890000002,7073.333333333299,800.0,9.3333333333,10.0,94.0,0.12,0,0.12,0.12,3725,31041.666666666668,Small
43,1279,"Alexandria, LA",82804,31.311111100000005,-92.445,4952.7777777778,844.4444444444,7.2777777778,5.7222222222,473.8228888870488,1.78,2,-0.22,-0.073333333,28852,16208.988764044943,Small
44,1306,"Alexandria, MN",16983,45.8852778,-95.3772222,1459.0,700.0,2.3,6.2,105.2946,0.06,0,0.06,0.06,7873,131216.6666666667,Small
45,1333,"Alfred, NY",4322,42.2541667,-77.7908333,2983.3333333333007,400.0,7.666666666699999,15.333333333299999,66.2706666665226,0.38,0,0.38,0.38,494,1300.0,Small
46,1360,"Algoma, WI",3070,44.6088889,-87.4325,675.0,200.0,3.0,6.0,18.419999999999998,0.0,0,0.0,0.0,1327,inf,Small
47,1387,"Algona, IA",5340,43.07,-94.2327778,500.0,200.0,3.0,5.0,26.7,0.04,0,0.04,0.04,2480,62000.0,Small
48,1414,"Alice, TX",20974,27.7519444,-98.0694444,10655.5384615385,846.1538461538,13.3846153846,3.8461538462,80.6692307701988,0.1,0,0.1,0.1,7241,72410.0,Small
49,1441,"Allegan, MI",6322,42.52916670000001,-85.8552778,3020.0,280.0,11.8,11.0,69.542,0.06,0,0.06,0.06,2565,42750.0,Small
50,1468,"Allendale, SC",3307,33.0077778,-81.3086111,77550.0,840.0,93.8,5.0,16.535,0.0,0,0.0,0.0,1105,inf,Small
51,1495,"Allentown, PA--NJ",664651,40.6083333,-75.4905556,16605.0,760.0,23.9,7.3,4851.9523,23.02,8,15.02,1.668888889,251873,10941.485664639444,Medium
52,1522,"Alliance, NE",8486,42.1016667,-102.8716667,3375.0,300.0,14.5,10.5,89.10300000000001,0.14,0,0.14,0.14,3723,26592.85714285714,Small
53,1549,"Alliance, OH",32533,40.9152778,-81.10611109999998,17915.3846153846,861.5384615385001,24.1538461538,5.2307692308,170.1726153856164,0.38,0,0.38,0.38,12948,34073.68421052631,Small
54,1630,"Alma--St. Louis, MI",16924,43.398006,-84.668091,2040.0,720.0,3.0,7.0,118.46799999999999,0.74,1,-0.26,-0.13,5156,6967.5675675675675,Small
55,1603,"Alma, GA",3408,31.539166700000006,-82.4625,1375.0,300.0,5.0,5.75,19.596,0.04,0,0.04,0.04,1177,29425.0,Small
56,1657,"Almont, MI",2719,42.92055560000001,-83.045,77750.0,650.0,126.0,3.25,8.83675,0.0,0,0.0,0.0,1043,inf,Small
57,1684,"Alpena, MI",14258,45.0616667,-83.4327778,4540.0,500.0,9.3333333333,9.3333333333,133.0746666661914,0.06,0,0.06,0.06,6346,105766.66666666667,Small
58,1711,"Alpine, TX",6013,30.3583333,-103.6605556,1733.3333333332998,266.6666666667,7.666666666699999,15.0,90.195,0.2,0,0.2,0.2,2535,12675.0,Small
59,1738,"Altavista, VA",4663,37.1116667,-79.2858333,2500.0,200.0,13.0,10.0,46.63,0.02,0,0.02,0.02,2083,104150.0,Small
60,1765,"Alton, IL--MO",83890,38.890555600000006,-90.1841667,31190.0,280.0,110.6,5.2,436.228,5.26,8,-2.74,-0.304444444,35114,6675.665399239544,Small
61,1792,"Altoona, PA",79930,40.5186111,-78.395,12340.416666666699,1000.0,13.666666666700001,6.75,539.5275,2.4,3,-0.6,-0.15,33060,13775.0,Small
62,1819,"Alturas, CA",2910,41.4872222,-120.5413889,3151.0,300.0,10.5,4.0,11.64,0.24,0,0.24,0.24,1158,4825.0,Small
63,1846,"Altus, OK",19900,34.6380556,-99.33361109999998,600.0,200.0,3.0,9.5,189.04999999999998,1.14,0,1.14,1.14,7794,6836.842105263158,Small
64,1873,"Alva, OK",5620,36.805,-98.6661111,600.0,200.0,3.0,9.5,53.39,0.12,0,0.12,0.12,2091,17425.0,Small
65,1900,"Alvarado, TX",4133,32.4063889,-97.2113889,50775.0,400.0,155.5,3.0,12.399000000000001,0.1,0,0.1,0.1,1360,13600.0,Small
66,1927,"Amarillo, TX",196651,35.2219444,-101.8308333,1050.0,333.3333333333,3.3333333333,3.6666666667,721.0536666732218,4.28,2,2.28,0.76,73812,17245.794392523363,Medium
67,1981,"American Falls, ID",4488,42.78611110000001,-112.8536111,1050.0,300.0,3.5,8.0,35.904,0.0,0,0.0,0.0,1383,inf,Small
68,2008,"Americus, GA",19106,32.0722222,-84.2327778,5066.6666666667,555.5555555556,9.8888888889,5.7777777778,110.39022222264681,0.92,1,-0.08,-0.04,6670,7250.0,Small
69,2035,"Amery, WI",2832,45.3069444,-92.3619444,1702.8571428572,600.0,3.1428571429,7.4285714286,21.037714285795197,0.1,0,0.1,0.1,1293,12930.0,Small
70,2062,"Ames, IA",60438,42.0347222,-93.6197222,500.0,200.0,3.0,5.0,302.19,3.12,2,1.12,0.373333333,23711,7599.679487179487,Small
71,2116,"Amite City, LA",6161,30.726575,-90.508981,2221.7857142857,528.5714285714,4.7142857143,3.7857142857,23.3237857141977,0.0,0,0.0,0.0,1854,inf,Small
72,2143,"Amory, MS",6566,33.9841667,-88.4880556,8135.714285714301,914.2857142857001,9.285714285700001,7.2857142857,47.8379999999062,0.02,0,0.02,0.02,2412,120600.0,Small
73,2170,"Amsterdam, NY",22262,42.9386111,-74.18861109999997,21228.888888888898,555.5555555556,41.8888888889,5.4444444444,121.20422222123281,3.24,4,-0.76,-0.152,9326,2878.395061728395,Small
74,2197,"Anaconda-Deer Lodge County, MT",6170,46.1263,-112.947836,913.0,320.0,3.0,7.4,45.658,0.14,0,0.14,0.14,2857,20407.142857142855,Small
75,2224,"Anacortes, WA",16712,48.5127778,-122.6113889,7754.166666666701,816.6666666666998,10.0833333333,6.416666666699999,107.2353333338904,2.72,3,-0.28,-0.07,7293,2681.25,Small
76,2251,"Anadarko, OK",5929,35.0725,-98.2433333,7400.0,533.3333333333001,14.333333333299999,19.3333333333,114.62733333313571,0.02,0,0.02,0.02,1827,91350.0,Small
77,2278,"Anamosa, IA",5497,42.1083333,-91.285,10918.4615384615,938.4615384614999,12.2307692308,5.4615384615,30.022076922865498,0.02,0,0.02,0.02,1808,90400.0,Small
78,2332,"Anchorage Northeast, AK",28568,61.218056,-149.900278,7754.166666666701,816.6666666666998,10.0833333333,6.416666666699999,183.3113333342856,2.82,0,2.82,2.82,10012,3550.3546099290784,Small
79,2305,"Anchorage, AK",251243,61.2180556,-149.90027780000003,7754.166666666701,816.6666666666998,10.0833333333,6.416666666699999,1612.142583341708,4.58,1,3.58,1.79,90671,19797.161572052402,Medium
80,2359,"Andalusia, AL",6655,31.3083333,-86.4833333,1347.7142857142999,457.1428571429,3.1428571429,8.142857142899999,54.19071428599949,1.12,2,-0.88,-0.29333333300000003,2481,2215.178571428571,Small
81,2386,"Anderson, IN",88133,40.1052778,-85.6802778,633.3333333333001,433.3333333333,2.1666666667,3.6666666667,323.15433333627107,0.76,0,0.76,0.76,34631,45567.10526315789,Small
82,2413,"Anderson, SC",75702,34.5033333,-82.6502778,1800.0,800.0,2.5,7.0,529.914,2.12,2,0.12,0.04,30792,14524.528301886792,Small
83,2440,"Andrews, SC",3903,33.45111110000001,-79.56111109999998,966.6666666666999,300.0,3.6666666667,1.3333333333,5.203999999869899,0.02,0,0.02,0.02,1386,69300.0,Small
84,2467,"Andrews, TX",12346,32.318611100000005,-102.5452778,2800.0,650.0,5.0,9.25,114.2005,0.3,0,0.3,0.3,4514,15046.666666666668,Small
85,2494,"Angels, CA",3751,38.067783,-120.53853,10606.25,500.0,23.5,5.0,18.755,0.22,0,0.22,0.22,1783,8104.545454545455,Small
86,2548,"Angola, IN",11196,41.6347222,-84.9994444,1500.0,300.0,6.0,12.0,134.352,0.36,1,-0.64,-0.32,4347,12075.0,Small
87,2602,"Ann Arbor, MI",306022,42.2708333,-83.7263889,4500.0,200.0,23.0,7.0,2142.154,32.02,27,5.02,0.17928571399999998,122746,3833.4166146158645,Medium
88,2575,"Anna, IL",6078,37.4602778,-89.2469444,3060.0,400.0,8.5714285714,5.2857142857,32.1265714284846,0.08,0,0.08,0.08,2471,30887.5,Small
89,2581,"Anna, TX",10746,33.3488889,-96.5483333,78975.0,145.8333333333,136.9444444444,2.5005555556,26.8709700004776,0.08,0,0.08,0.08,3992,49900.0,Small
90,2590,"Annandale, MN",3262,45.2627778,-94.1241667,4944.4444444445,422.2222222222,12.222222222200001,6.1111111111000005,19.9344444444082,0.18,2,-1.82,-0.606666667,1329,7383.333333333334,Small
91,2629,"Anniston--Oxford, AL",79796,33.6141667,-85.835,4985.6,860.0,5.6,5.6,446.8576,1.38,3,-1.62,-0.405,30579,22158.695652173916,Small
92,2656,"Antigo, WI",8158,45.1402778,-89.15222220000003,5868.076923076899,1107.6923076923,5.3846153846,4.9230769231,40.1624615386498,0.0,0,0.0,0.0,3782,inf,Small
93,2683,"Antioch, CA",277634,38.005,-121.8047222,72659.7083333333,156.25,119.5,3.6733333333,1019.8422266574122,8.14,27,-18.86,-0.6735714290000001,87321,10727.395577395577,Medium
94,2710,"Apalachicola, FL",3691,29.725555600000003,-84.9833333,9822.25,1100.0,9.925,6.0,22.146,0.0,0,0.0,0.0,1601,inf,Small
95,2773,"Apple Valley, OH",4835,40.86555560000001,-80.9483333,17915.3846153846,861.5384615385001,24.1538461538,5.2307692308,25.290769230918,0.16,0,0.16,0.16,2078,12987.5,Small
96,2764,"Appleton, WI",216154,44.2619444,-88.4152778,4956.25,500.0,11.0,4.9166666667,1062.7571666738718,10.2,12,-1.8,-0.138461538,87239,8552.843137254902,Medium
97,2791,"Arab, AL",8012,34.3180556,-86.4958333,1600.0,400.0,4.0,4.0,32.048,0.16,0,0.16,0.16,3118,19487.5,Small
98,2825,"Arbuckle, CA",2652,39.0175,-122.0566667,3712.3333333333003,466.6666666667,10.0,15.0,39.78,0.0,0,0.0,0.0,748,inf,Small
99,2845,"Arcade, NY",3048,42.5338889,-78.4233333,2983.3333333333007,400.0,7.666666666699999,15.333333333299999,46.7359999998984,0.08,0,0.08,0.08,1437,17962.5,Small
100,2912,"Arcadia--Southeast Arcadia, FL",17490,27.215555600000005,-81.85861109999998,1933.3333333332998,400.0,5.3333333333,15.666666666700001,274.010000000583,0.2,0,0.2,0.2,5433,27165.0,Small
101,2899,"Arcadia, LA",2894,32.548888899999994,-92.92,1828.0,600.0,3.0,8.0,23.152,0.02,0,0.02,0.02,1152,57600.0,Small
102,2901,"Arcadia, WI",2993,44.2527778,-91.5013889,18778.4615384615,553.8461538462001,34.3076923077,7.5384615385,22.5626153847305,0.02,0,0.02,0.02,1206,60300.0,Small
103,2926,"Arcata-McKinleyville, CA",32364,40.9466667,-124.0994444,3151.0,300.0,10.5,4.0,129.456,2.78,2,0.78,0.26,12953,4659.3525179856115,Small
104,2953,"Archbold, OH",4760,41.5213889,-84.30722220000001,2550.0,200.0,6.5,6.5,30.939999999999998,0.0,0,0.0,0.0,1867,inf,Small
105,2965,"Archer Lodge--Clayton, NC",13288,35.65055560000001,-78.4566667,50100.0,400.0,115.5,11.5,152.812,1.74,0,1.74,1.74,4408,2533.3333333333335,Small
106,2980,"Arcola, IL",2874,39.6847222,-88.3063889,2270.0,360.0,7.2,11.0,31.614,0.04,0,0.04,0.04,1038,25950.0,Small
107,3007,"Ardmore, OK",20888,34.1741667,-97.1433333,1460.0,266.6666666667,6.666666666699999,6.333333333300001,132.29066666597043,0.12,0,0.12,0.12,7830,65250.0,Small
108,3034,"Arecibo, PR",139171,18.4744444,-66.7161111,7500.0,400.0,19.0,6.0,835.026,0.14,0,0.14,0.14,47230,337357.14285714284,Medium
109,3088,"Arizona City, AZ",10531,32.7558333,-111.6702778,95000.0,300.0,332.5,8.5,89.51350000000001,0.04,0,0.04,0.04,3347,83675.0,Small
110,3115,"Arkadelphia, AR",10491,34.1208333,-93.0536111,1633.3333333332998,700.0,2.5,3.0,31.473,0.16,0,0.16,0.16,3413,21331.25,Small
111,3142,"Arkansas City, KS",13026,37.0619444,-97.0380556,20320.6875,156.25,33.5,3.68875,48.0496575,0.64,1,-0.36,-0.18,4949,7732.8125,Small
112,3158,"Arlington, TN",11502,35.29611110000001,-89.6613889,24436.5416666667,156.25,40.25,2.95375,33.9740325,1.24,0,1.24,1.24,3291,2654.032258064516,Small
113,3196,"Arroyo Grande--Grover Beach, CA",52000,35.1216667,-120.6202778,6351.75,700.0,10.0,7.75,403.0,12.08,14,-1.92,-0.128,21753,1800.7450331125829,Small
114,3223,"Artesia, NM",12764,32.8422222,-104.4027778,1733.3333333332998,266.6666666667,7.666666666699999,15.0,191.45999999999998,0.12,0,0.12,0.12,4406,36716.66666666667,Small
115,3250,"Arvin, CA",19573,35.20916670000001,-118.8275,44720.181818181794,945.4545454545,47.818181818199996,8.0,156.584,0.7,0,0.7,0.7,4514,6448.571428571429,Small
116,3277,"Ashburn, GA",4489,31.7058333,-83.6533333,5066.6666666667,555.5555555556,9.8888888889,5.7777777778,25.9364444445442,0.12,0,0.12,0.12,1624,13533.333333333334,Small
117,3304,"Ashdown, AR",4146,33.6741667,-94.1311111,953.3333333333001,400.0,2.0,6.333333333300001,26.257999999861802,0.14,0,0.14,0.14,1770,12642.857142857141,Small
118,3331,"Asheboro, NC",37792,35.7077778,-79.81388890000002,13600.0,840.0,19.8,3.0,113.376,1.64,2,-0.36,-0.12,14831,9043.292682926829,Small
119,3358,"Asheville, NC",280648,35.6008333,-82.5541667,11542.8571428571,714.2857142857001,15.142857142899999,4.0,1122.592,29.46,39,-9.54,-0.2385,119730,4064.154786150713,Medium
120,3439,"Ashland City, TN",3384,36.2741667,-87.0641667,39200.7692307692,476.9230769231,83.3846153846,3.7692307692,12.7550769229728,0.0,1,-1.0,-0.5,1458,inf,Small
121,3365,"Ashland, MO",3527,38.77444439999999,-92.2569444,7360.0,720.0,11.0,7.9,27.863300000000002,0.18,0,0.18,0.18,1423,7905.555555555556,Small
122,3375,"Ashland, NE",2631,41.0391667,-96.3680556,1482.75,650.0,2.5,6.75,17.759249999999998,0.02,0,0.02,0.02,1104,55200.0,Small
123,3385,"Ashland, OH",20226,40.8686111,-82.31833329999998,4532.0,240.0,19.8,5.8,117.31079999999999,0.38,0,0.38,0.38,7976,20989.473684210527,Small
124,3395,"Ashland, PA",7820,40.7816667,-76.34611109999999,3000.0,500.0,6.5,8.0,62.56,0.0,0,0.0,0.0,2627,inf,Small
125,3412,"Ashland, WI",7293,46.5925,-90.8836111,7824.285714285699,600.0,13.4285714286,5.5,40.1115,0.08,0,0.08,0.08,3044,38050.0,Small
126,3466,"Ashtabula, OH",29346,41.865,-80.79,7168.75,750.0,11.25,11.25,330.1425,0.5,0,0.5,0.5,12313,24626.0,Small
127,3493,"Ashville, OH",6222,39.7155556,-82.9530556,42830.25,156.25,70.1875,3.75125,23.340277500000003,0.16,0,0.16,0.16,2214,13837.5,Small
128,3520,"Aspen, CO",7710,39.1911111,-106.8169444,1550.0,400.0,4.0,7.5,57.825,1.98,2,-0.02,-0.006666666999999999,3590,1813.1313131313132,Small
129,3547,"Astoria, OR",14115,46.18805560000001,-123.83,46783.5,1100.0,46.7,2.1,29.6415,1.08,1,0.08,0.04,6141,5686.11111111111,Small
130,3601,"Atchison, KS--MO",11166,39.56305560000001,-95.1213889,1066.6666666667,466.6666666667,3.0,12.0,133.99200000000002,0.24,0,0.24,0.24,3833,15970.833333333334,Small
131,3763,"Athens-Clarke County, GA",128754,33.951935,-83.357567,1000.0,200.0,5.0,4.0,515.016,13.36,18,-4.64,-0.244210526,45131,3378.068862275449,Medium
132,3655,"Athens, AL",24956,34.8027778,-86.9716667,5936.3636363636,818.1818181817999,7.454545454500001,5.454545454500001,136.12363636250203,0.56,0,0.56,0.56,10142,18110.714285714283,Small
133,3682,"Athens, OH",28286,39.3291667,-82.1013889,2000.0,200.0,10.0,12.0,339.432,0.8,0,0.8,0.8,8265,10331.25,Small
134,3709,"Athens, TN",15985,35.4427778,-84.5930556,1234.375,425.0,3.25,5.375,85.919375,0.72,1,-0.28,-0.14,6268,8705.555555555557,Small
135,3736,"Athens, TX",12169,32.2047222,-95.8552778,1740.0,400.0,5.0,6.4,77.8816,0.22,0,0.22,0.22,4207,19122.727272727272,Small
136,3790,"Athol, MA",12834,42.5958333,-72.2272222,31689.0,600.0,53.4,9.0666666667,116.3616000004278,0.54,1,-0.46,-0.23,5204,9637.037037037036,Small
137,3817,"Atlanta, GA",4515419,33.7488889,-84.3880556,64242.25,156.25,106.3125,2.140625,9665.818796874999,264.08,281,-16.92,-0.06,1645076,6229.460769463799,Large
138,3844,"Atlanta, TX",5732,33.1136111,-94.1641667,953.3333333333001,400.0,2.0,6.333333333300001,36.3026666664756,0.0,0,0.0,0.0,2289,inf,Small
139,3898,"Atlantic City, NJ",248402,39.3641667,-74.4233333,19712.5,475.0,41.375,5.75,1428.3115,7.68,8,-0.32,-0.035555556,94987,12368.098958333334,Medium
140,3871,"Atlantic, IA",6471,41.403611100000006,-95.0136111,900.0,200.0,5.0,6.0,38.826,0.06,0,0.06,0.06,2907,48450.0,Small
141,3925,"Atmore, AL",6565,31.023611100000004,-87.4938889,7688.333333333299,911.1111111111001,9.0,5.5555555556,36.472222222514,0.72,1,-0.28,-0.14,2956,4105.555555555556,Small
142,3957,"Atoka, TN",18885,35.4411111,-89.7780556,24436.5416666667,156.25,40.25,2.95375,55.781568750000005,2.82,5,-2.18,-0.363333333,6690,2372.340425531915,Small
143,3979,"Attica, IN",5193,40.2941667,-87.24888890000003,2375.0,300.0,8.5,4.5,23.368499999999997,0.04,0,0.04,0.04,2238,55950.0,Small
144,4006,"Attica, NY",6828,42.8641667,-78.2805556,2983.3333333333007,400.0,7.666666666699999,15.333333333299999,104.6959999997724,0.04,0,0.04,0.04,1314,32850.0,Small
145,4330,"Au Sable, MI",6384,44.4108333,-83.3322222,4540.0,500.0,9.3333333333,9.3333333333,59.58399999978721,0.08,0,0.08,0.08,2856,35700.0,Small
146,4021,"Aubrey, TX",4139,33.3041667,-96.9858333,78975.0,145.8333333333,136.9444444444,2.5005555556,10.3497994446284,0.06,1,-0.94,-0.47,1455,24250.0,Small
147,4130,"Auburn--North Auburn, CA",33157,38.8966667,-121.0758333,72659.7083333333,156.25,119.5,3.6733333333,121.79671333222808,6.94,8,-1.06,-0.11777777800000001,13623,1962.9682997118155,Small
148,4033,"Auburn, AL",74741,32.6097222,-85.4808333,7377.5294117647,1023.5294117647001,7.3529411765,5.1764705882,386.8945882326562,3.68,3,0.68,0.17,30407,8262.771739130434,Small
149,4054,"Auburn, IL",4433,39.59166670000001,-89.74638890000001,2150.0,300.0,7.5,20.5,90.8765,0.0,0,0.0,0.0,1738,inf,Small
150,4060,"Auburn, IN",21712,41.3669444,-85.05888890000001,1500.0,600.0,2.8,7.0,151.984,0.6,0,0.6,0.6,8416,14026.666666666668,Small
151,4087,"Auburn, NE",3474,40.3927778,-95.8386111,900.0,200.0,5.0,6.0,20.844,0.3,0,0.3,0.3,1538,5126.666666666667,Small
152,4114,"Auburn, NY",32274,42.9316667,-76.5663889,2875.0,600.0,5.5,10.5,338.877,2.8,2,0.8,0.26666666699999997,13117,4684.642857142858,Small
153,4222,"Augusta-Richmond County, GA--SC",386787,33.473498,-82.010515,77550.0,840.0,93.8,5.0,1933.935,23.6,7,16.6,2.075,143969,6100.381355932203,Medium
154,4168,"Augusta, KS",9350,37.6866667,-96.9763889,20320.6875,156.25,33.5,3.68875,34.4898125,0.02,0,0.02,0.02,3710,185500.0,Small
155,4195,"Augusta, ME",22637,44.3105556,-69.78,2300.0,200.0,12.0,4.0,90.548,2.68,3,-0.32,-0.08,10747,4010.0746268656712,Small
156,4249,"Aumsville, OR",3692,44.841111100000006,-122.8697222,600.0,200.0,3.0,4.0,14.768,0.0,0,0.0,0.0,1297,inf,Small
157,4276,"Aurora, MO",8365,36.9708333,-93.7177778,19730.769230769198,800.0,28.0769230769,3.0769230769,25.7384615382685,0.0,0,0.0,0.0,3218,inf,Small
158,4303,"Aurora, NE",4466,40.8672222,-98.0038889,3222.25,1000.0,3.25,5.0,22.330000000000002,0.04,0,0.04,0.04,1721,43025.0,Small
